web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680878311-178","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","13:30","Mayormente cubierto","20°","22 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-179","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","14:00","Lluvia ligera","19°","17 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-180","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","14:30","Lluvia ligera","19°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-181","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","15:00","Lluvia ligera","18°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-182","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","15:30","Lluvia ligera","18°","17 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-183","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","16:00","Lluvia ligera","18°","15 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-184","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","16:30","Lluvia ligera","18°","15 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-185","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","17:00","Lluvia ligera","18°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-186","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","17:30","Mayormente cubierto","18°","15 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-187","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","18:00","Mayormente cubierto","18°","11 km/h","94%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-188","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","18:30","Mayormente cubierto","18°","15 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-189","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","19:00","Mayormente cubierto","18°","11 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-190","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","19:30","Mayormente cubierto","18°","9 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-191","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","20:00","Mayormente cubierto","18°","9 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-192","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","20:30","Mayormente cubierto","18°","9 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-193","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","21:00","Mayormente cubierto","18°","7 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-194","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","21:30","Mayormente cubierto","19°","7 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-195","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","22:00","Mayormente cubierto","18°","7 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-196","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","22:30","Mayormente cubierto","18°","7 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-197","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","23:00","Mayormente cubierto","18°","6 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878311-198","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","23:30","Mayormente cubierto","18°","7 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680878314-199","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","00:00","Mayormente cubierto","18°","6 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-200","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-201","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","00:30","Mayormente cubierto","19°","6 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-202","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","01:00","Mayormente cubierto","18°","4 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-203","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","01:30","Mayormente cubierto","19°","4 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-204","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:00","Mayormente cubierto","19°","En calma","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-205","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:30","Llovizna","18°","7 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-206","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:33","Llovizna","18°","6 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-207","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:49","Cielo cubierto","18°","4 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-208","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","03:00","Cielo cubierto","18°","7 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-209","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","03:30","Mayormente cubierto","18°","4 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-210","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","04:00","Mayormente cubierto","18°","En calma","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-211","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","04:30","Mayormente cubierto","18°","4 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-212","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","05:00","Mayormente cubierto","18°","9 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-213","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","05:30","Mayormente cubierto","18°","7 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-214","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","06:00","Mayormente cubierto","18°","4 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-215","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","06:30","Mayormente cubierto","18°","2 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-216","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","07:00","Mayormente cubierto","18°","6 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-217","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","07:30","Mayormente cubierto","18°","6 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-218","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","08:00","Parcialmente cubierto","18°","6 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-219","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","08:30","Parcialmente cubierto","18°","11 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-220","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","09:00","Parcialmente cubierto","19°","4 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-221","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","09:30","Nubes dispersas","20°","4 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-222","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","10:00","Parcialmente cubierto","20°","6 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-223","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","10:30","Nubes dispersas","21°","11 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-224","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","11:00","Nubes dispersas","21°","9 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-225","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","11:30","Nubes dispersas","22°","13 km/h","64%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-226","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","12:00","Nubes dispersas","22°","15 km/h","64%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-227","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","12:30","Nubes dispersas","23°","11 km/h","61%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-228","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","13:00","Nubes dispersas","23°","9 km/h","57%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-229","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","13:30","Nubes dispersas","23°","7 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-230","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","14:00","Nubes dispersas","25°","33 > 54 km/h","47%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-231","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","14:30","Nubes dispersas","25°","22 km/h","44%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-232","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","15:00","Nubes dispersas","24°","26 > 48 km/h","47%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-233","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","15:30","Nubes dispersas","23°","30 km/h","50%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-234","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","16:00","Nubes dispersas","23°","28 km/h","53%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-235","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","16:30","Parcialmente cubierto","23°","28 km/h","57%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-236","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","17:00","Parcialmente cubierto","22°","28 km/h","64%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-237","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","17:30","Parcialmente cubierto","22°","32 km/h","60%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-238","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","18:00","Parcialmente cubierto","22°","24 > 43 km/h","57%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-239","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","18:30","Parcialmente cubierto","21°","32 km/h","64%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-240","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","19:00","Parcialmente cubierto","20°","28 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-241","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","19:30","Parcialmente cubierto","20°","30 km/h","68%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-242","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","20:00","Parcialmente cubierto","20°","30 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-243","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","20:30","Parcialmente cubierto","20°","24 km/h","68%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-244","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","21:00","Parcialmente cubierto","20°","28 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-245","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","21:30","Nubes dispersas","20°","37 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-246","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","22:00","Parcialmente cubierto","20°","41 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-247","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","22:30","Parcialmente cubierto","20°","44 km/h","73%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-248","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","23:00","Nubes dispersas","20°","46 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878314-249","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","23:30","Nubes dispersas","20°","39 km/h","73%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680878317-250","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","00:00","Nubes dispersas","20°","37 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680878317-251","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680878317-252","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","00:30","Llovizna","20°","35 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680878317-253","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","01:00","Nubes dispersas","20°","32 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680878317-254","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","01:30","Nubes dispersas","20°","28 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
